 Borat Make a Number 2,10,186,285,MissCzarChasm,29 October 2020,Borat Make a *Glorious* #2! Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan is very naiiice!America Mayor Rudolph Giuliani say he not like film.America Mayor Rudolph Giuliani say he very much LIE
down to fix pants like in nation of Kazakhstan where we not stand up to tuck the shirt. Much success.You watch.Chin qui,https://www.imdb.com/review/rw6217081/?ref_=tt_urv
 Anybody in power should fear Sacha Baron Cohen,10,391,692,dylanmoogatt-28263,23 October 2020,Let's start by saying that Cohen has been notorious for pointing out political and social problems in society with most of the films he has been attributed to.Borat Subsequent Moviefilm is no different.His penchant for trolling not only the general public but those in power in this movie is on a whole other level to anything he has done in the past.If you were a fan of the original 2006 Borat film; don't expect something exactly the same. This movie felt more refined with less filler and feels much more relevant to the things we are going through today from politics to COVID to human rights and equality.There will be those who say "this is a stupid film" based on face value. However; when you break it down to what Cohen tried to do all you can do afterwards is just picture how stupid some of the people in this movie are going to (and already do) feel *cough* Rudolph Giuliana *cough* and you'll understand exactly why nobody can match Sacha Baron Cohen in the art of making people look incredibly stupid.,https://www.imdb.com/review/rw6197615/?ref_=tt_urv
 This movie DESERVES the bad reviews!!,10,306,539,diegosays,24 October 2020,If you love Borat; you will understand that the bad reviews are the best reviews. Sacha Baron Cohen threw a bomb in our actual society... And I LOVED IT.
Every sensitive issue that exists today; Cohen broke it with nothing more than the truth that is so much being concealed.
Even if the scenes are fake; he talked about subjects that no one really wanted to talk; and that's why this movie is going to get controversial and some people will obviously hate it. But that was its objective and it means Sacha Baron Cohen did an amazing job.
I would write a longer review about this incredible movie; but it's about those who see it that will know this movie is indisputably amazing.,https://www.imdb.com/review/rw6201438/?ref_=tt_urv
 Jagshemash!,6,317,569,matianero,23 October 2020,Not as good as the first one (it doesn't even come close); but still very funny at times. The actress who plays the daughter could be the next big thing; she is fantastic in her role.,https://www.imdb.com/review/rw6198186/?ref_=tt_urv
 I was excite, but now I am dissapoint,4,443,812,FixedYourEnding,23 October 2020,Who doesn't love Borat Sagdiyev; the clueless foreign reporter from Kazakhstan? definitely not me. I love Borat. I also am a BIG fan of Sacha Baron-Cohen; he is a wonderfully nice person and witty; not to say genius; comedian. This is why it is heart-breaking for me to tell you the stone cold truth: this Subsequent moviefilm is one of his worst works; it's even worse than The Dictator that held that title up to this point.Now; if you are a fan of Borat; like me; and you have Amazon streaming; there is nothing in the world that will stop you from watching this (especially it being free) so I think it will get the views; there is not need for all these fanbois 10/10 reviews on this site. This is not a spoiler review; however if you have seen the trailer you have seen everything that this movie has to offer (in fact the trailer have some shots that are not even in the movie itself!) there is no 'uncovering of Americas underbelly' and the worse thing; it's not even funny. Crazy to notice there are 10 names listed as writers list for this thing on top of Cohen himself. Really? maybe just let the comedian do his job? maybe?For some reason; the combination of 'candid camera' action and bad scripted non-candid camera just doesn't work this time. It comes out as a cringe-worthy 90 minutes of overly-gross juvenile humor. Where are all the edgy scenes that we are used to seeing from Baron-Cohen? Just watch Who Is America for some good edgy Baron-Cohen humor. Even better; watch some of the serious work Cohen does in "The Spy" or "The Chicago 7" those are masterpieces who deserve the 8+ ratings they get. This one? neh-eh.Overall; this should be on the bottom of the things you should see from Baron-Cohen if you watched everything else already- sure sit down and watch a mediocre 90 minutes that can be covered in 2 minutes of a trailer. Exact score: 45 / 100,https://www.imdb.com/review/rw6199408/?ref_=tt_urv
 Pretty disappointing,4,456,847,schroederagustavo,23 October 2020,I can't deny I laughed pretty hard about 2 times and chuckled like 3 times; but most of the movie was a flatliner for me. I am a big fan of the first movie and I think where this one falls apart for me is that it focuses too much on current events (that the movie will probably be irrelevant in a few years); focuses way too much on politics and on the plot with Borat's daughter. Many people are praising her performance here. I think she's fine; but I don't think the script is anything special here and it doesn't help the actors. The scenes I enjoyed the most are those with Borat doing his thing by himself; but a lot of it felt to me like attempting to recreate the mood of the original.,https://www.imdb.com/review/rw6199405/?ref_=tt_urv
 Yes, there ARE English subtitles on Prime,9,217,402,McScared,23 October 2020,IMPORTANT before you begin the MovieFilm go to the subtitles and:
1) Turn on
2) switch to EnglishI realize this sounds obvious; but the default is OFF and the language of Kazakhstan (apparently). I wasted the first 20 minutes missing all the Textual humour because I couldn't understand either the dialogue or text. After a second attempt; I was able to switch the subtitles to English which make the MovieFilm Very Nice.You really need English subtitles. Really. At first; I just thought the foreign subtitles were part of the joke. NOT!,https://www.imdb.com/review/rw6197742/?ref_=tt_urv
 Balls of steel? A'naicccce! High-five ✋,8,119,217,TopDawgCritic,24 October 2020,He must have; getting hammered in the High Striker by a strongman and surviving. In usual Borat fashion; his Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan; was a'naicccce. High-five ✋The 95 min runtime felt longer from being a little slowly paced. I feel about 10 mins edited/cut down (faxing scenes?) would've done some justice.The story was great and flowed smoothly and entertainingly. The Giuliani bit was OMG stellar and will be talked about for many years lol. It was good to see some cameos like Hanks; and novice actress Maria Bakalova was awesome in her role.If you're a fan of Borat; you will love his Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan... I just love saying it lol. Itsa naaaaaaicccce 8/10 from me. High-five! ✋,https://www.imdb.com/review/rw6202147/?ref_=tt_urv
 Freedom of speech,9,40,67,taseron-1,1 November 2020,I think this movie is a very solid demonstration of freedom of speech in USA and I envy it a lot.
I live in Turkey and I can't imagine such a political satire movie of TR government being shown in our theaters or TVs without getting banned or somehow punished.
American citizens are free to mock their government; president; his wife and their supporters in movies and mainstream media; and they are not labeled as 'traitors' or get arrested for interrogation.,https://www.imdb.com/review/rw6227128/?ref_=tt_urv
 I mean...,8,265,513,djkaine,23 October 2020,It's Borat. Crude; offensive; and fun. It will probably get a bunch of 1's from the poli-cry-babies who claim they aren't judging it based on the fact that it goes against their values; but they are. It's a stupid comedy and it was entertaining. If you don't like stupid comedies then this just isn't for you.,https://www.imdb.com/review/rw6197667/?ref_=tt_urv
 Average at best,3,414,838,pedopete-37355,23 October 2020,1st borat movie was brilliant because no one knew about the character at the time; this time it was horribly scripted and politically one sided. No where near as funny as the first one,https://www.imdb.com/review/rw6198518/?ref_=tt_urv
 As a Bulgarian, watching this was an absolute blast.,10,46,81,juujuuuujj,29 October 2020,First of all; this movie is such a pleasure to watch; all audiences with a robust sense of humor will enjoy it; and hordes of easily offended viewers will fume with outrage. But since half the dialogue was in Bulgarian; I thought I might shed some light on just how great and funny Maria Bakalova's performance was in this film. First; let start off with how difficult this was to film. There are many wild and provocative scenes; Rudy Giuliani's "bed scene" chief among them; that were an absolute feat to pull off. Everything was wrapped in a funny; surreal story about Premier Nazarbaev using Borat as a spy on American soil; and Borat reconnecting with his feral daughter whom he uses as a honey trap against US politicians.Hiding cameras in plain sight and nudging people to reach the limits of their own insanity is what Sacha Baron Cohen does best; and is a testament to his brilliance. He challenges conservative prudishness by flashing a mirror in front of it; and the result in outrageous; provocative and awakening.Going back to Maria Bakalova; she was the best support Sacha could have asked for in this movie. Her transformation from a crude feral child to a Westernized and emancipated woman was as absurd as it was genuinely moving. Every single phase by her was likely a riff; or half-improv; but it added so much comedic value to the story. It surely sounded like gibberish to the broader audience; especially when mixed with Sacha Baron Cohen's "Kazakhstani". "You're a woman? Show me your p****!"; she demands of a bewildered caretaker who educates her about womanhood and self-respect. "Daddy! I swallowed the baby"; she says with childish panic before going to a clinic and pushing the nuances of planned Parenthood. This film creates unlikely protagonists and has several layers of thoughtfulness beneath the crude jokes and provocation. Comedic gems spoken in Bulgarian will remain hidden like Easter eggs throughout the movie; and I hope even fans of this film will re-watch it with curiosity to find them.
Finally; and most importantly; Borat 2 is not offensive to Kazakhstanis; who took the joke and used it as a clever tourism ad for their beautiful and spectacular country.As an Eastern-European; I am not offended either. I hope Westerners will be just as robust in their humor and self-mockery.
Enjoy this film for what it is; and for the crazy time when was filmed. If you are still hesitating about seeing it; trust me; "pochti niama da sajaliavate :)"...,https://www.imdb.com/review/rw6215329/?ref_=tt_urv
 Looked fake!,1,472,970,efecctor,23 October 2020,All throughout the movie I couldn't help but notice that most of the pranks are fake and unreal. I mean is there a single person in America that doesn't recognize sacha baron cohen; even with tons of beard and hair and all that makeup. Screw republicans and democrats; screw trump and biden; screw politics; borat used to be a genuine comedy full of incredible extreme pranks ; but now it looks like a political garbage desperately trying to deliver a propaganda.,https://www.imdb.com/review/rw6198983/?ref_=tt_urv
 I'm a huge fan but this wasn't funny.,5,280,565,rphanley,23 October 2020,I really was excited for this movie but it didn't deliver at all. It felt extremely rushed and the comedy wasn't there. I laughed once during the entire movie. It's obvious they had a deadline and pushed this out to meet it. This was a huge bummer. I wanted Borat not this.,https://www.imdb.com/review/rw6198720/?ref_=tt_urv
 Maria Bakalova, a star is born,8,88,166,ChaCha44,26 October 2020,Don't see this if you don't want to be entertained or experience cringe worthy moments but especially don't see this if you don't want to see a true breakout star in the hysterical and lovely; Maria Bakalova who reminds me of a young Tracy Ullman. She is amazing.,https://www.imdb.com/review/rw6208543/?ref_=tt_urv
 An amazing sequel, slightly better than the original movie.,8,10,14,fciocca,3 November 2020,Borat is back after more than 10 years since his original installment in 2006; and oh boy if it was funny. I think that this sequel was actually slightly better than the original movie; for sure I laughed more and I really appreciated Tutar; the daughter of Borat portrayed by Maria Bakalova. She was amazing and I genuinely think that she had the most funny jokes this time; her character has a progressive and interesting development. There is a special chemistry between the two main characters and I really like how their daughter-father relationship evolves. Both actors speak their native languages; Sacha I presume communicates in Yiddish; while Tutar I am sure speaks Bulgarian. It shouldn't be easy to coordinate during dialogues when you use two completely different languages; so good job.Compared to the previous movie; I think that almost every scene was prepared in advance. The first movie on some points looks more spontaneous and have this documentary-vibe; while in Borat 2 is heavily scripted and you lose in fact that mockumentary feeling. A different approach to the script that I have personally appreciated. The movie is very actual; they managed to speak a little bit about the global pandemic and to make fun of conspiracy theories. Cohen is known for his controversial humor and he managed to joke about the current political; economical and social current situation in America.Borat is a political movie; but manages to be light-hearted and entertaining; I passed 90 amazing minutes by laughing and enjoying this sequel. The plot is simple and effective. Watch it if you want to have a funny evening; even better if you invite friends at home to watch it together; you will have really good time.The sequel is actually slightly better than the original movie,https://www.imdb.com/review/rw6232769/?ref_=tt_urv
 Hilarious! Every bad review is from Trumps right wingers!,9,70,130,Freakazoid13,31 October 2020,Borat 2 is just as funny as the first one. I missed half the movie because I was laughing so hard so I had to watch it again! 99% of these negative reviews are from Trumpers who hate anything that goes against their leader! They hate Hollywood; the left; or anyone else that tells the truth about their POS leader! If you want to laugh as hard as you have in a long time then go watch this movie!,https://www.imdb.com/review/rw6220625/?ref_=tt_urv
 I'm just here for all of the triggered Trump supporters,8,55,100,nyccma1974,31 October 2020,If people think this is left-wing propaganda and the first Borat film didn't poke fun at the right; clearly is not very observant! Borat was never for you; so stop with the faux outrage!This was hilarious. Not as good as the first but still hilarious. The scene in the clinic was all kinds of hysterical and cringy combined. The actress who played his daughter stole the show this timeVery nice...high five!!!!,https://www.imdb.com/review/rw6221463/?ref_=tt_urv
 Maria Bakalova kills it.,8,74,139,yamxt600,24 October 2020,The movie is fun; offensive; occasionally not for weak stomachs and obviously legendary already for the Giuliani bit.
But Maria Bakalova as Borats daughter really kills it and I truly hope this opens the doors for her for a full fledged Hollywood career. I'll keep my fingers crossed.,https://www.imdb.com/review/rw6203519/?ref_=tt_urv
 Brilliant!!,10,241,489,bucky716,23 October 2020,Brilliant and full of laughs within the first 10 minutes that continue. This has Borat in the title but Tutar Sagdiyev aka the daughter of Borat aka real name Maria Bakalova is a new star.,https://www.imdb.com/review/rw6197679/?ref_=tt_urv
 Freaking Hilarious!,9,214,432,robscott-1313,23 October 2020,Borat 2 is an absolutely hilarious movie. The first one was so funny I thought there would be a let down but I was dead wrong because this was almost just as good. Sasha Baron Cohan is a genius!,https://www.imdb.com/review/rw6197596/?ref_=tt_urv
 Borat 2 Subsequent Moviefilm,9,11,16,rnixon-15663,6 November 2020,Borat A subsequent movie film
2020
15
Director: Jason Woliner
Starring: Sacha Baron Cohen; Maria Bakalova etcOverall rating 91/100Borat the subsequent moviefilm sees the return of Borat (Sacha Baron Cohen) who must return to America in order to sell his daughter to powerful American politicians but he grows a connection with her. Well what can I say Borat 2 was bonkers and insane; but mostly brilliant; clever and had a lot more heart than the first film; so let's get started.First of all the movie was very funny; had great comedic performances and chemistry as well as a fun set up. This movie was absolutely hilarious; even more outrageously funny than the first film; there was so many funny comedy skits; highlighting and cleverly taking the mick out of a lot of republicans and how they have handled many things; it's humour was even more clever; and due to everything that's going on right now gave even more comedic opportunities and satire for Borat to be involved with. The comedic performance from Sacha Baron Cohen was also as expected fantastic; he bought the character of Borat back to life perfectly with fantastic dialogue and his form of comedy and his comedic timing was excellent here; but also Maria Bakalova was fantastic here as well; she held her own with Sacha and in some places was even more funny than him; they both had excellent chemistry with each other and watching there relationship develop was great. The set up for the movie was also very fun; having the view of Kazakhstan being the complete opposite and Borat being forced out of the country set up the main plot point and new characters well; and was a creative way to develop the story.My only negative for the movie would be that they went slightly too far with some of the comedy. I did feel like the movie went slightly over the line with certain skits and costumes that felt more offensive than funny for me in places; the movie usually does a great job at being controversial but still able to get away with it; but I definitely think they went slightly too far in a couple of places.My final few positives would be the themes; links to real people; costumes and heartwarming moments. The movie had really great themes of really showing you how extreme and horrible a lot of Trump supporters opinions are and was a shocking but needed insight into the political divide in America; the links to real life people like Melania Trump or the random name drops and cameos for comedic effect were excellent and cleverly executed. The costume designs for Borat were also excellent and funny; due to the success of the first film Sacha was being recognised more by the public; so hats off to the costume team for providing very convincing and often hilarious costumes for Borat to wear. Finally the movie had a lot more heartwarming moments than the first film; the themes of women being capable of anything and that everyone is human and not so different was handled really well; with some genuinely kind and caring people involved within the film that was very sweet to watch.Overall Borat 2 a subsequent movie film; despite going slightly too far in places; is just as clever; outrageous and hilarious as the first film with a great new member of the cast and more heart than the first film.,https://www.imdb.com/review/rw6241677/?ref_=tt_urv
 Trump supporters are giving it 1 out of 10!,10,17,27,Wittercom,7 November 2020,Amazing; Sacha remains a genius.Fantastic work.As with all his work it's amazing. He always uncovers such gross and frightening attitudes and opinions.,https://www.imdb.com/review/rw6243309/?ref_=tt_urv
 Vulgar, disappointing and not funny,1,290,604,internet-52971,23 October 2020,I'be been a fan of SBC since he was Ali G on UK TV. Back then his comedy was a breath of fresh air. The first Borat film was hilarious as was Grimsby. But this effort fell flat and the dull story couldn't be revived by the extreme vulgarity in the story. I don't think I laughed more than a couple of times. Final verdict: terrible.,https://www.imdb.com/review/rw6199467/?ref_=tt_urv
 Not Nearly As Funny as 1st,1,339,711,stosh-96135,23 October 2020,One or two raunchy laughs. Nothing special. Cannot even be compared to first film. The movie is about 90 minutes long; and 75 of it is somewhat boring.,https://www.imdb.com/review/rw6198823/?ref_=tt_urv
 Borat lost his way,3,315,660,juanquaglia,23 October 2020,I was a huge fan of Sacha Baron Cohen until this point. I enjoyed Borat; Bruno and Who is America? a lot; and I considered him one of the greatest American comedians. But what he has done here left me deeply disappointed and even angry.
Borat Subsequent Moviefilm has a couple of great moments; but most of the film is scripted; with few real situations. So overall the film is less enjoyable than the previous one. It is understandable; though. Probably Borat's job is a bit more difficult now that he is recognised everywhere; so I imagine it's quite difficult to find unsuspecting victims.
It is also understandable that real scenes are edited in a way to make them look funnier than they really are. The Pence rally we saw in the trailer seemed very funny; but when checking raw filming from people who were actually there we soon realise nothing happened the way it's been shown. Again; I understand it's part of making a movie.
What I can't forgive is dishonest editing. The famous Rudy Giuliani scene that appeared everywhere as a news story and is supposed to be the highlight of the film is probably the most dishonest and misleading piece of cinematic narration I've ever watched. The editing goes crazy there; with several fragments that last 3 seconds. I'd love to see the raw material from that scene; because I have no doubts it has been presented in a very insidious way.
The other source of disappointment is that overall it seemed like an anti-Trump film more than a Borat film. The propaganda seems to take over the comedy. The timing of the release; so close to the election; also contributes to this interpretation.,https://www.imdb.com/review/rw6198727/?ref_=tt_urv
 Great movie, awesome humor, with like usual easy targets to play with.,9,12,18,deloudelouvain,5 November 2020,I'm amazed by the pretty high score the movie gets. 6.9 isn't bad at all; as I was expecting Republicans being all over this trying to keep the score down. I guess at one point they just don't want to watch Borat's movies anymore as they just can't stand how ridicule they look. You can say it's all fake; which it isn't by the way; apart from one scene or two; but the truth is just that it's very easy to find Republicans to make fun of; they're just an easy target as their ideas and beliefs are just so dumb you would be a fool to not take advantage of that. Sacha Baron Cohen understands that like no other and proves it again with his second Borat movie. I loved the first one and I loved this one. It might be shocking to some but does it really matter when it's that funny? It shows some perverted Republicans like Giuliani; he can deny whatever he wants but the images speak for themselves. Sacha Baron Cohen as Borat is this time assisted by his daughter played by Maria Bakalova; both did a great job playing those characters. I guess his next mission will be making a third Borat movie; which will be difficult to fool those Republicans again; or is it that difficult to fool idiots?,https://www.imdb.com/review/rw6237313/?ref_=tt_urv
 Hilarious and courageous!,9,12,18,rogiervanwegberg,4 November 2020,Borat and his 'daughter' are fantastic!
Tears in my eyes.
We need more of this in these times!,https://www.imdb.com/review/rw6236392/?ref_=tt_urv
 I freaking love it!,10,13,20,cathiyx,5 November 2020,Even it has loads of more or less light triggers I laughed way too often and I don't regret it at all! Loved the first movie and the whole idea behind a soft scripted movie with a lot of improvisations and also dancer for Sacha Baron Cohen and the crew! Amazing what he's doing just for make the audience laugh and tell his point of few.
Waiting for the next one ;),https://www.imdb.com/review/rw6236624/?ref_=tt_urv
 Hilarious,10,13,20,jasperverbrugge,4 November 2020,I thought it was way funnier than the first. Mr. Cohen is just so awesome and hilarious. The movie was funny all throughout. Would recommend.,https://www.imdb.com/review/rw6236148/?ref_=tt_urv
 Hello America !,7,119,245,efd-10467,23 October 2020,What a violent on American culture; the debutantes ball and their dance was great.Some Americans will not appreciate it; but the rest of us will laugh.,https://www.imdb.com/review/rw6198594/?ref_=tt_urv
 Better Than "Cultural Learnings for Make Benefit Glorious Nation of Kazakhstan",8,9,13,PyroSikTh,4 November 2020,Subsequent Moviefilm follows the same basic premise as the first movie; Sacha Baron Cohen dresses up as an outlandish character and travels across America pranking real American citizens; and revealing the true nature of normal people; from the good to the bad. This time however; instead of chasing after Pamela Anderson; Borat has his daughter with him; and hopes to marry her off to one of Trump's political allies in order to earn a better reputation for glorious nation of Kazakhstan. This results in a much more interesting and engaging story; and gives us another character to get to know and really root for. Azamat; the producer in the first movie; was never given much attention as a character. He was just someone for Borat to feed off of. But Tutar is not treated the same way; and even has her own character arc and her own chances to prank people. Not to mention the twists and turns brought on by current events that were moulded into the story so effortlessly it's hard to believe they started filming this last year before everything hit the fan. Not only is the pandemic slotted in so seamlessly; but it manages to elevate the movie - from a narrative standpoint - far above anything else Baron Cohen has done.Of course Borat is all about the pranks; and while the tighter narrative of the movie does make the whole affair feel a lot more scripted; it's no less funnier for it (in fact it might debatably be funnier; but we'll get there in a minute). Definite highlights include Tutar's time with the Jeanise; the babysitter; who thought she was participating in a real documentary about teenage brides. What she puts up with from newcomer Maria Bakalova is astounding; and she comes across as the most effortlessly caring and wholesome person; doing what she can to change Tutar's worldview. She's also low-key hilarious by herself; such as her reaction to Tutar calling the Earth flat; or the way she points out that breast implants are not going to change much in Tutar's life. Another entirely wholesome highlight is Borat's 5-day stay with a couple of redneck guys who; while clearly misinformed themselves; do all they can to educate Borat. These are guys who think Coronavirus is fake; and avoid liberal people as much as they can; and yet they take a complete stranger into their home when he had nowhere to stay (at least to their knowledge); and offer assistance however they can. Baron Cohen dressed as Trump bursting in on a speech by Mike Pence; the constant back-and-forth with a poor postman and his fax machine; and the pair going to a pro-life health centre to remove a candy baby from Tutar are hilarious as well; while the Women's Club and Debutante scenes are prime cuts of cringe and embarrassment.Between all of that and the more traditional comedy moments between Borat and Tutar; I would argue Subsequent Movefilm is a far funnier movie than the first Borat. The first had its moments for sure; but Subsequent Moviefilm is almost relentless with its jokes. It not only aims higher; but hits higher as well. The more obviously scripted nature of the film is bound to turn off some die-hard fans; but for me it meant the jokes were really worked on and refined in order to be as funny as they could possibly be. The best example of this is the Disney-parody of Melania Trump; and her first meeting with Trump; all in Disney-style cartoon. And then was the song Borat performs really written by the rednecks? I doubt it; it has Baron Cohen all over it. But that didn't make his performance of it at the anti-mask rally any less hilarious to watch.
But of course being a Borat movie; there's more here than just the comedy. Beneath the jokes and pranks is more of a look at the highs and lows of American society. I've already mentioned how wholesome both the black babysitter and the rednecks were despite their political viewpoints; but it swings the other way as well. The pastor at the women's health centre barely bats an eye at the implication that Borat impregnated his daughter; and in light of those revelations; still refuses Tutar's right to an abortion. Not to mention the numerous occasions of unashamed creeps like the plastic surgeon who admits he would take advantage of Tutar was Borat not present; or Guiliani himself who did not come off in a particularly great light even before the moment of controversy. Then there's the frightening situations of mob mentality Borat encounters; such as his prank on Mike Pence being met with the crowd chanting "four more years"; or his racist; misogynistic; and anti-Semitic song being welcomed and cheered on by a crowd of anti-maskers. Baron Cohen said himself that he was forced to wear a bulletproof vest on a couple of occasions; something he was never required to do for the first film.Some of this movie will not age well; most notably anything relating to coronavirus (which ended up being nearly half the movie); while other moments (again coronavirus related) have aged like a fine wine already. Baron Cohen appears so much more at home in the character of Borat than he ever was in the first movie; resulting in his pranks being so much more effective; as well his general acting making the whole affair a lot more convincing. Unfortunately for him; he discovered Maria Bakalova who is astonishing and gives it her all. There was not a single moment she wasted; and she committed one hundred percent to every gag and every prank; not only keeping up with Baron Cohen; but sometimes completely blowing him out of the water. Some people will hate the increased sense of script; while I feel the movie benefited greatly from it; and it's still chock full of candid improv moments to keep it as Borat as always. I enjoyed this a lot more than the first movie; like it's not even close. I could definitely see myself watching this again in the near future. I give it a very high 8/10 (so high I genuinely debated giving it a 9).,https://www.imdb.com/review/rw6236113/?ref_=tt_urv
 Can't be compared with the previous ones,3,283,612,Hazu29,23 October 2020,It's just bad; 98% it's all scripted and staged and the daughter's scenes are not funny.
The old Borat would have epic non staged scenes and he would make fun of anyone; doesn't matter their political side; race or gender. In 2020 we would expect Borat to crash rallies; parades and cupcakes student councils. But nothing... Just staged unfunny stuff and same jokes all over again. Very disappointed. Just watch the old movies. This one is super boring.Basically he just played it safe. He's afraid to be canceled so he just went after people that don't go crazy on Twitter. Old Borat (and Bruno or Ali G) would never be afraid of being canceled.,https://www.imdb.com/review/rw6198020/?ref_=tt_urv
 What is the point?,1,270,583,JayTeamman,23 October 2020,The main appeal of part one was being able to observe the culture clash during the confrontations with real people out there in the wild. This one replaced all of that with cringe-worthy; Reality TV level fake BS. And the grand finale/scandal is clever editing and shameful practices at best; entrapment and defamation at worst. Most of the jokes and social commentary contained feel like someone rushed to harvest the lowest hanging fruit and turned them into an easily digested; yet nutritionally completely void sludge for the lowest common denominator audience. Strange to see from such a seemingly intelligent guy.,https://www.imdb.com/review/rw6199911/?ref_=tt_urv
 Seemed mean-spirited at times,4,170,360,kr98664,25 October 2020,Don't get me wrong. I laughed myself silly quite a few times. But the tone of this sequel seemed off; and it took a while to realize the difference.In the original; Borat played such a complex; naive character; a true fish out of water. If you had encountered such a person in real life; you'd wholeheartedly want to help him. And that's where the original's hijinks started.Subtle character differences in this one; though. The seemingly sweet veneer was gone at times. Rather than having some more or less harmless fun with the unknowing participants; he struck a harsher mocking tone. Several scenes are rather cringeworthy. Some kind; decent people bent over backwards to help a guy in a bad spot; and caught nothing but crap for their efforts. I'd call that a big misfire; and it severely detracted from any desired comedic tone.,https://www.imdb.com/review/rw6204333/?ref_=tt_urv
